well	radius	gfp	pi	viability	thresh	norm	date
205.0	38.2800033913302	5650.098	1826.2312	0.601153568812089	0.0827150780726848	0.6508173863801895	D1
206.0	37.4345209456436	7203.5713	3956.4897	0.20531638042163147	0.1087488714942112	0.4694554261901912	D1
207.0	37.333793626187	7194.726	2358.9246	0.375932664533858	0.08412474416244194	0.48733926451860954	D1
208.0	38.79994157031969	7266.293	2926.1536	0.37958338432066474	0.09370666110512262	0.5153248741138237	D1
209.0	34.63156791436141	4037.1897	1958.9391	0.33690668004810664	0.07457294586413118	0.4498203478563549	D1
210.0	42.67246712339588	6463.2217	2307.8813	0.6260124166339959	0.0891330340053693	0.6582356958312992	D1
211.0	42.40690762925277	9716.037	3749.6763	0.3163717019477902	0.10834391338469629	0.540222095296231	D1
212.0	35.942618350962285	6826.8784	4812.6206	0.2133919059668311	0.1344457971311705	0.6182276575326715	D1
213.0	38.50244631654147	5910.279	3452.9321	0.37816115679787166	0.11556368159461318	0.6868224603360442	D1
214.0	40.28784744695095	6690.5684	2089.1868	0.5821944679233844	0.08438372431813693	0.6122583513958917	D1
215.0	37.369798836239056	8099.255	3636.3284	0.27085593100594707	0.11006244959133808	0.5504248362579323	D1
216.0	35.86958130189615	5539.3403	3821.9075	0.33784263981688034	0.13068376953313884	0.7911675208967037	D1
217.0	35.832068656931945	5586.8696	3075.2407	0.2627852514657667	0.10716965284338628	0.5942065268600988	D1
217.0	0.0	19.76509	29.328	0.3491565568967556	0.10716965284338628	0.5942065268600988	D1
217.0	0.0	53.949944	66.42754	0.3678923671064013	0.10716965284338628	0.5942065268600988	D1
218.0	36.928136954012274	5594.2095	4503.6343	0.19341919459846468	0.121711369584711	0.5211283007647078	D1
219.0	37.20207889161703	7344.3716	3975.7874	0.2173617101604408	0.11000331602159873	0.4669639283536132	D1
